DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.0,51.6,100%,46.0,5.6
3 Pointers,0.5,1.5,35.1,29.4%,36.6,-1.4
2 Pointers,2.1,3.6,58.4,70.6%,50.5,7.9
Less Than 6 Ft,1.1,1.6,68.3,32.5%,62.6,5.7
Less Than 10 Ft,1.4,2.3,63.2,45.2%,56.3,6.9
Greater Than 15 Ft,0.9,2.3,38.6,45.2%,37.8,0.8
