DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.7,6.0,45.4,100%,45.7,-0.3
3 Pointers,0.8,2.0,37.7,33.7%,36.1,1.5
2 Pointers,2.0,4.0,49.3,66.3%,50.6,-1.3
Less Than 6 Ft,1.0,1.8,56.5,30.2%,61.5,-5.0
Less Than 10 Ft,1.5,2.7,54.8,45.4%,57.1,-2.2
Greater Than 15 Ft,1.1,3.0,37.9,50.2%,37.3,0.5
