DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.9,8.6,45.7,100%,44.5,1.2
3 Pointers,1.4,3.7,37.2,43.7%,36.2,1.0
2 Pointers,2.5,4.8,52.3,56.3%,49.3,2.9
Less Than 6 Ft,1.3,1.8,73.2,20.8%,62.8,10.3
Less Than 10 Ft,1.6,2.5,63.2,29.7%,56.6,6.6
Greater Than 15 Ft,2.1,5.4,38.5,62.7%,37.8,0.7
