DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,4.7,51.8,100%,43.9,7.9
3 Pointers,0.6,1.4,44.2,31.0%,35.5,8.7
2 Pointers,1.8,3.2,55.2,69.0%,48.0,7.2
Less Than 6 Ft,1.0,1.4,72.5,30.4%,59.4,13.1
Less Than 10 Ft,1.3,2.0,65.3,42.9%,53.5,11.7
Greater Than 15 Ft,0.9,2.2,42.3,46.4%,37.4,4.9
