DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,4.5,52.0,100%,44.3,7.7
3 Pointers,0.8,2.0,42.5,43.5%,35.7,6.8
2 Pointers,1.5,2.6,59.3,56.5%,50.1,9.2
Less Than 6 Ft,0.9,1.5,63.6,33.0%,61.5,2.1
Less Than 10 Ft,1.1,1.9,59.8,41.0%,56.4,3.3
Greater Than 15 Ft,1.1,2.5,45.9,54.5%,36.7,9.1
