DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,4.8,62.5,100%,42.4,20.1
3 Pointers,0.6,1.0,60.0,20.8%,38.4,21.6
2 Pointers,2.4,3.8,63.2,79.2%,45.9,17.3
Less Than 6 Ft,1.4,2.2,63.6,45.8%,56.6,7.0
Less Than 10 Ft,2.0,2.8,71.4,58.3%,51.7,19.8
Greater Than 15 Ft,0.8,1.6,50.0,33.3%,31.2,18.8
