DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.3,45.5,100%,46.6,-1.2
3 Pointers,0.5,1.2,37.5,23.1%,35.7,1.8
2 Pointers,1.9,4.0,47.8,76.9%,50.4,-2.6
Less Than 6 Ft,1.3,2.2,58.8,42.1%,60.7,-1.9
Less Than 10 Ft,1.5,2.9,53.4,55.0%,55.8,-2.4
Greater Than 15 Ft,0.7,2.0,36.6,38.4%,38.0,-1.4
