DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.0,50.0,100%,41.8,8.2
3 Pointers,1.3,2.3,57.1,58.3%,33.7,23.4
2 Pointers,0.7,1.7,40.0,41.7%,45.9,-5.9
Less Than 6 Ft,-,-,-,-%,-,-
Less Than 10 Ft,0.7,1.0,66.7,25.0%,51.2,15.5
Greater Than 15 Ft,1.3,2.7,50.0,66.7%,34.9,15.1
