DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.3,10.0,43.3,100%,44.6,-1.3
3 Pointers,1.1,3.1,34.0,31.3%,36.7,-2.7
2 Pointers,3.3,6.9,47.6,68.7%,48.9,-1.4
Less Than 6 Ft,1.5,2.6,57.1,26.4%,60.0,-2.9
Less Than 10 Ft,2.0,3.8,53.2,38.0%,54.5,-1.2
Greater Than 15 Ft,1.9,5.2,36.4,52.4%,37.8,-1.4
