DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.1,6.2,49.2,100%,43.2,6.1
3 Pointers,0.9,2.4,36.4,39.2%,34.5,1.9
2 Pointers,2.2,3.8,57.5,60.8%,47.1,10.4
Less Than 6 Ft,0.8,1.1,78.9,17.3%,59.8,19.2
Less Than 10 Ft,1.3,2.0,65.7,31.9%,52.9,12.9
Greater Than 15 Ft,1.4,3.5,40.0,56.2%,36.8,3.2
