DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,4.7,51.9,100%,44.0,7.9
3 Pointers,0.7,1.7,37.9,36.7%,36.4,1.5
2 Pointers,1.8,2.9,60.0,63.3%,48.5,11.5
Less Than 6 Ft,1.0,1.6,60.7,35.4%,57.8,3.0
Less Than 10 Ft,1.1,2.0,55.9,43.0%,53.1,2.8
Greater Than 15 Ft,0.9,2.2,40.5,46.8%,37.3,3.2
