BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,55,29.2,12.5,5.2,11.3,45.8,0.6,2.2,26.8,1.5,2.4,65.4,0.8,3.0,3.8,5.8,2.1,1.2,0.5,2.1,6,0,-3.3
Home,26,29.1,11.8,5.0,11.0,45.3,0.5,2.2,21.1,1.4,2.0,69.8,0.7,2.9,3.7,5.2,2.1,0.9,0.4,1.9,1,0,-3.7
Road,29,29.3,13.1,5.4,11.6,46.3,0.7,2.3,31.8,1.7,2.7,62.3,0.9,3.1,4.0,6.4,2.1,1.4,0.6,2.3,5,0,-2.9
Wins,20,30.4,14.0,5.7,11.5,49.3,1.0,2.6,36.5,1.7,2.6,65.4,0.6,2.8,3.3,7.2,1.5,1.4,0.8,2.4,4,0,5.9
Losses,35,28.6,11.7,4.9,11.2,43.8,0.4,2.0,19.7,1.5,2.2,65.4,1.0,3.1,4.1,5.1,2.4,1.0,0.3,2.0,2,0,-8.5
October,3,33.1,13.7,5.0,12.0,41.7,0.3,2.7,12.5,3.3,4.0,83.3,1.0,3.3,4.3,5.3,2.3,0.7,1.0,1.3,0,0,-9.7
November,15,28.7,10.4,4.5,10.1,44.1,0.5,2.2,21.2,1.0,1.9,53.6,0.7,3.3,4.0,5.3,1.9,1.4,0.6,2.1,1,0,-0.5
December,16,27.8,12.4,5.1,10.4,48.5,0.8,2.3,32.4,1.5,2.5,60.0,0.7,2.7,3.4,6.1,1.8,1.0,0.5,1.9,1,0,-0.9
January,16,30.8,14.7,6.1,13.2,46.0,0.8,2.2,37.1,1.8,2.4,71.8,1.2,3.0,4.2,6.8,2.6,1.3,0.4,2.8,4,0,-5.6
February,5,28.4,11.6,5.0,11.2,44.6,0.0,2.0,0.0,1.6,2.2,72.7,0.4,2.8,3.2,4.0,1.6,0.8,0.0,1.4,0,0,-8.2
Pre All-Star,55,29.2,12.5,5.2,11.3,45.8,0.6,2.2,26.8,1.5,2.4,65.4,0.8,3.0,3.8,5.8,2.1,1.2,0.5,2.1,6,0,-3.3
Starters,34,30.2,12.8,5.3,11.9,44.1,0.6,2.3,24.4,1.7,2.5,67.9,0.9,3.3,4.2,5.7,2.2,1.2,0.4,2.2,4,0,-4.6
Bench,21,27.7,12.1,5.0,10.3,49.1,0.7,2.1,31.1,1.3,2.2,60.9,0.7,2.5,3.2,6.1,1.8,1.0,0.5,2.1,2,0,-1.2
0 Days Rest,11,29.5,13.5,5.6,11.6,48.4,0.7,2.6,27.6,1.5,2.9,53.1,0.7,3.4,4.1,5.8,1.4,1.1,0.5,2.9,1,0,-3.7
1 Days Rest,35,29.3,12.3,5.2,11.5,45.0,0.5,2.3,23.8,1.4,2.0,68.6,0.9,3.0,3.9,5.5,2.2,1.2,0.4,2.1,3,0,-4.2
2 Days Rest,7,27.5,13.1,5.3,10.3,51.4,0.9,1.4,60.0,1.7,2.9,60.0,0.3,2.9,3.1,7.3,2.1,1.3,0.4,1.4,2,0,3.9
3 Days Rest,1,28.9,2.0,1.0,8.0,12.5,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,3.0,0.0,1.0,3.0,0,0,-17.0
5 Days Rest,1,37.5,16.0,4.0,12.0,33.3,0.0,2.0,0.0,8.0,8.0,100,2.0,2.0,4.0,5.0,4.0,0.0,2.0,1.0,0,0,-4.0
