DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,7.8,51.0,100%,46.6,4.3
3 Pointers,0.4,1.4,30.6,17.2%,34.7,-4.1
2 Pointers,3.6,6.5,55.2,82.8%,49.9,5.2
Less Than 6 Ft,2.4,3.5,69.6,44.6%,60.4,9.2
Less Than 10 Ft,2.9,4.8,60.4,61.5%,55.5,4.8
Greater Than 15 Ft,0.8,2.3,35.5,29.6%,38.3,-2.8
