DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.1,12.9,47.2,100%,48.5,-1.3
3 Pointers,0.6,1.8,35.7,13.6%,35.6,0.1
2 Pointers,5.5,11.1,49.1,86.4%,51.7,-2.7
Less Than 6 Ft,3.2,6.3,50.3,48.9%,61.0,-10.7
Less Than 10 Ft,4.2,8.5,48.7,66.2%,56.3,-7.6
Greater Than 15 Ft,1.5,3.5,43.5,27.2%,39.2,4.3
