DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.7,12.8,44.9,100%,46.3,-1.4
3 Pointers,1.5,4.4,33.8,34.4%,35.5,-1.7
2 Pointers,4.2,8.4,50.7,65.6%,50.6,0.1
Less Than 6 Ft,2.6,3.9,66.9,30.2%,61.6,5.4
Less Than 10 Ft,3.1,5.1,59.8,40.1%,56.7,3.1
Greater Than 15 Ft,2.2,6.6,34.1,51.5%,37.2,-3.1
