BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,41,33.1,14.9,5.9,12.9,45.6,1.5,4.4,34.4,1.6,2.0,81.7,1.4,5.3,6.7,5.1,1.6,0.7,1.6,2.2,6,0,2.9
Home,21,33.1,15.5,6.0,13.1,45.3,1.8,4.9,36.9,1.8,2.3,79.2,1.6,5.6,7.1,5.4,1.9,0.8,1.8,2.5,4,0,2.9
Road,20,33.1,14.3,5.8,12.7,45.8,1.2,3.9,31.2,1.5,1.7,85.3,1.3,5.0,6.3,4.8,1.4,0.7,1.5,2.0,2,0,2.9
Wins,27,33.1,15.2,6.1,13.1,46.7,1.6,4.5,34.7,1.4,1.7,80.9,1.7,5.4,7.1,5.2,1.4,0.9,1.9,2.1,4,0,8.1
Losses,14,33.2,14.4,5.4,12.6,43.2,1.4,4.2,33.9,2.1,2.5,82.9,0.9,5.1,6.1,5.0,2.0,0.4,1.2,2.5,2,0,-7.3
October,3,29.5,12.0,5.0,9.0,55.6,0.7,2.3,28.6,1.3,2.0,66.7,0.3,5.0,5.3,4.7,1.3,0.0,2.3,3.0,0,0,6.7
November,5,33.5,15.2,6.4,12.4,51.6,1.6,3.8,42.1,0.8,0.8,100,1.8,5.6,7.4,5.2,1.4,0.8,2.6,2.2,2,0,7.8
December,16,33.3,15.9,6.1,14.1,43.6,1.4,4.7,29.3,2.3,2.7,86.0,1.4,5.1,6.5,4.9,1.9,0.8,1.8,1.9,1,0,0.9
January,12,33.9,15.6,6.3,13.2,47.5,1.9,4.8,40.4,1.2,1.6,73.7,1.7,5.2,6.8,5.6,1.4,0.8,1.1,2.3,2,0,2.5
February,5,32.3,11.4,4.2,11.4,36.8,1.4,4.4,31.8,1.6,2.0,80.0,1.4,6.0,7.4,5.0,1.8,0.8,1.0,2.6,1,0,3.0
Pre All-Star,41,33.1,14.9,5.9,12.9,45.6,1.5,4.4,34.4,1.6,2.0,81.7,1.4,5.3,6.7,5.1,1.6,0.7,1.6,2.2,6,0,2.9
Starters,41,33.1,14.9,5.9,12.9,45.6,1.5,4.4,34.4,1.6,2.0,81.7,1.4,5.3,6.7,5.1,1.6,0.7,1.6,2.2,6,0,2.9
0 Days Rest,8,32.7,15.3,6.0,13.1,45.7,1.6,4.1,39.4,1.6,1.8,92.9,1.0,4.9,5.9,5.0,1.5,1.0,1.3,2.5,0,0,1.1
1 Days Rest,21,33.3,14.3,5.7,13.7,41.7,1.3,4.9,27.5,1.5,2.0,74.4,1.6,5.4,7.0,5.7,1.7,0.8,2.0,2.0,3,0,4.9
2 Days Rest,7,34.1,16.7,6.1,12.1,50.6,1.9,3.9,48.1,2.6,3.0,85.7,1.7,5.4,7.1,3.7,1.9,0.3,0.6,2.7,2,0,-4.3
3 Days Rest,1,30.9,21.0,9.0,16.0,56.3,3.0,6.0,50.0,0.0,0.0,0.0,1.0,4.0,5.0,4.0,1.0,1.0,0.0,5.0,0,0,18.0
4 Days Rest,2,33.1,11.0,4.5,7.5,60.0,1.0,2.5,40.0,1.0,1.0,100,0.5,5.0,5.5,5.0,1.5,0.0,2.0,1.0,0,0,-6.0
6+ Days Rest,2,30.5,14.5,6.0,10.0,60.0,1.5,3.5,42.9,1.0,1.0,100,1.5,6.5,8.0,5.5,1.5,1.0,3.5,2.0,1,0,15.0
