DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,8.5,47.0,100%,45.1,1.9
3 Pointers,1.1,2.7,42.1,32.0%,37.1,5.0
2 Pointers,2.8,5.8,49.3,68.0%,49.6,-0.3
Less Than 6 Ft,1.6,2.5,63.9,29.4%,61.7,2.2
Less Than 10 Ft,1.9,3.5,53.4,41.9%,56.4,-2.9
Greater Than 15 Ft,1.7,4.1,42.0,48.2%,38.3,3.7
