DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.1,2.4,47.1,100%,42.3,4.8
3 Pointers,0.7,1.4,50.0,58.8%,35.0,15.0
2 Pointers,0.4,1.0,42.9,41.2%,49.0,-6.1
Less Than 6 Ft,0.1,0.4,33.3,17.6%,64.0,-30.6
Less Than 10 Ft,0.3,0.6,50.0,23.5%,56.3,-6.3
Greater Than 15 Ft,0.7,1.7,41.7,70.6%,33.0,8.6
