DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.2,6.9,45.7,100%,45.8,-0.1
3 Pointers,0.6,1.8,35.5,25.3%,36.0,-0.5
2 Pointers,2.5,5.2,49.1,74.7%,50.0,-0.9
Less Than 6 Ft,1.6,2.8,56.7,40.8%,60.3,-3.6
Less Than 10 Ft,2.0,3.8,53.0,54.9%,55.4,-2.4
Greater Than 15 Ft,0.9,2.7,34.0,38.3%,37.0,-3.0
