DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.5,5.8,43.8,100%,44.0,-0.2
3 Pointers,0.8,2.1,36.7,35.5%,36.3,0.4
2 Pointers,1.8,3.8,47.7,64.5%,48.3,-0.6
Less Than 6 Ft,0.7,1.0,70.0,17.8%,60.5,9.5
Less Than 10 Ft,1.1,1.9,58.9,33.1%,53.2,5.7
Greater Than 15 Ft,1.1,2.9,38.8,50.3%,38.8,0.1
