DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,8.6,40.7,100%,44.5,-3.8
3 Pointers,1.3,3.5,36.1,41.0%,36.9,-0.8
2 Pointers,2.2,5.0,44.0,59.0%,49.2,-5.2
Less Than 6 Ft,1.2,2.0,59.8,23.4%,61.3,-1.5
Less Than 10 Ft,1.4,2.7,54.1,31.1%,55.1,-0.9
Greater Than 15 Ft,1.8,5.2,34.3,60.7%,38.1,-3.8
