BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,44,26.6,6.5,2.8,7.6,36.8,0.5,1.6,31.0,0.4,0.8,54.5,0.9,4.4,5.3,6.6,2.4,1.4,0.2,2.0,5,1,-0.2
Home,20,26.7,6.3,2.6,7.4,34.5,0.7,1.5,43.3,0.5,0.9,55.6,0.9,4.7,5.6,7.6,2.3,1.3,0.2,1.8,3,1,3.0
Road,24,26.5,6.7,3.0,7.8,38.7,0.4,1.7,22.0,0.3,0.6,53.3,0.9,4.2,5.1,5.8,2.5,1.4,0.2,2.1,2,0,-2.8
Wins,21,25.7,6.2,2.5,7.0,35.8,0.4,1.2,34.6,0.7,1.1,65.2,0.8,4.7,5.5,7.8,2.0,1.5,0.2,1.7,4,1,6.8
Losses,23,27.4,6.8,3.0,8.1,37.6,0.6,2.0,28.9,0.1,0.4,30.0,1.0,4.1,5.1,5.6,2.7,1.3,0.1,2.2,1,0,-6.6
October,3,27.9,6.7,2.7,7.3,36.4,0.3,1.7,20.0,1.0,1.3,75.0,0.7,3.7,4.3,8.7,3.0,1.7,0.3,1.0,0,0,12.3
November,12,31.3,8.5,3.6,9.4,38.1,0.6,1.7,35.0,0.8,1.3,60.0,1.1,6.3,7.3,6.9,2.3,1.3,0.3,2.5,2,0,1.0
December,14,29.7,6.3,2.8,7.8,35.8,0.6,1.9,33.3,0.1,0.4,20.0,1.3,5.0,6.3,6.9,3.1,1.4,0.1,2.4,3,1,-1.9
January,11,19.5,5.1,2.2,5.8,37.5,0.4,1.3,28.6,0.4,0.5,66.7,0.4,2.5,2.8,5.4,1.4,1.2,0.1,1.2,0,0,-0.1
February,4,19.8,5.0,2.3,6.5,34.6,0.3,1.3,20.0,0.3,0.8,33.3,0.8,2.5,3.3,6.5,2.3,2.0,0.0,1.5,0,0,-7.3
Pre All-Star,44,26.6,6.5,2.8,7.6,36.8,0.5,1.6,31.0,0.4,0.8,54.5,0.9,4.4,5.3,6.6,2.4,1.4,0.2,2.0,5,1,-0.2
Starters,29,30.2,7.2,3.1,8.4,36.9,0.6,1.8,32.7,0.4,0.8,54.2,1.1,5.4,6.5,7.1,2.8,1.3,0.2,2.3,5,1,0.8
Bench,15,19.6,5.1,2.2,6.0,36.7,0.3,1.3,26.3,0.3,0.6,55.6,0.5,2.5,2.9,5.7,1.6,1.4,0.1,1.3,0,0,-2.0
0 Days Rest,9,23.6,5.2,2.2,6.6,33.9,0.3,1.3,25.0,0.4,0.9,50.0,1.0,3.6,4.6,5.1,2.1,0.8,0.0,1.3,1,0,-2.3
1 Days Rest,23,27.7,6.9,3.0,8.2,36.7,0.5,1.5,31.4,0.4,0.7,60.0,1.0,4.8,5.8,7.2,2.5,1.3,0.3,1.9,3,1,0.3
2 Days Rest,7,22.8,5.3,2.1,5.7,37.5,0.4,1.3,33.3,0.6,1.1,50.0,0.4,3.1,3.6,6.1,2.3,2.0,0.1,2.0,1,0,1.7
4 Days Rest,2,32.5,9.5,4.0,9.0,44.4,1.5,3.5,42.9,0.0,0.0,0.0,0.5,6.5,7.0,7.0,2.0,1.5,0.0,4.0,0,0,1.5
6+ Days Rest,3,31.9,8.3,3.7,9.7,37.9,0.7,2.7,25.0,0.3,0.7,50.0,1.3,5.3,6.7,7.7,2.3,2.3,0.0,2.7,0,0,-3.0
