,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - CHA vs. LAC",L,12,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,0,1,-17,2017-02-11 00:00:00,LAC,HOME
1,"FEB 09, 2017 - CHA vs. HOU",L,13,4,2,2,100.0,0,0,0.0,0,0,0.0,1,3,4,1,0,1,1,1,-2,2017-02-09 00:00:00,HOU,HOME
2,"FEB 07, 2017 - CHA vs. BKN",W,15,4,2,3,66.7,0,0,0.0,0,0,0.0,1,1,2,1,0,0,1,2,4,2017-02-07 00:00:00,BKN,HOME
3,"FEB 04, 2017 - CHA @ UTA",L,18,4,2,3,66.7,0,0,0.0,0,0,0.0,2,6,8,0,0,2,0,3,-4,2017-02-04 00:00:00,UTA,AWAY
4,"JAN 27, 2017 - MIL @ TOR",L,15,2,1,5,20.0,0,0,0.0,0,2,0.0,3,1,4,0,0,0,0,2,-5,2017-01-27 00:00:00,TOR,AWAY
5,"JAN 25, 2017 - MIL vs. PHI",L,17,4,2,6,33.3,0,0,0.0,0,0,0.0,1,5,6,0,1,1,2,4,-13,2017-01-25 00:00:00,PHI,HOME
6,"JAN 23, 2017 - MIL vs. HOU",W,20,10,4,5,80.0,0,0,0.0,2,2,100.0,1,1,2,1,1,1,0,2,-3,2017-01-23 00:00:00,HOU,HOME
7,"JAN 20, 2017 - MIL @ ORL",L,16,7,2,5,40.0,0,0,0.0,3,7,42.9,0,0,0,0,0,1,0,1,4,2017-01-20 00:00:00,ORL,AWAY
8,"JAN 18, 2017 - MIL @ HOU",L,3,0,0,1,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,2,2017-01-18 00:00:00,HOU,AWAY
9,"JAN 16, 2017 - MIL vs. PHI",L,1,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,0,1,2017-01-16 00:00:00,PHI,HOME
10,"JAN 15, 2017 - MIL @ ATL",L,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,0,2,-7,2017-01-15 00:00:00,ATL,AWAY
11,"JAN 10, 2017 - MIL @ SAS",W,3,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,7,2017-01-10 00:00:00,SAS,AWAY
12,"JAN 04, 2017 - MIL @ NYK",W,4,0,0,2,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,0,3,2017-01-04 00:00:00,NYK,AWAY
13,"DEC 30, 2016 - MIL @ MIN",L,3,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,1,1,1,-2,2016-12-30 00:00:00,MIN,AWAY
14,"DEC 28, 2016 - MIL @ DET",W,3,2,1,2,50.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,-1,2016-12-28 00:00:00,DET,AWAY
