DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.0,2.1,47.6,100%,43.6,4.0
3 Pointers,0.2,0.7,28.6,33.3%,33.5,-4.9
2 Pointers,0.8,1.4,57.1,66.7%,49.4,7.7
Less Than 6 Ft,0.2,0.2,100,9.5%,61.5,38.6
Less Than 10 Ft,0.5,0.7,71.4,33.3%,54.7,16.7
Greater Than 15 Ft,0.4,1.2,33.3,57.1%,33.6,-0.3
