DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.8,41.4,100%,47.7,-6.4
3 Pointers,0.2,1.2,14.3,24.1%,34.3,-20.0
2 Pointers,1.8,3.7,50.0,75.9%,52.8,-2.8
Less Than 6 Ft,0.8,1.7,50.0,34.5%,66.1,-16.1
Less Than 10 Ft,1.3,2.3,57.1,48.3%,60.5,-3.4
Greater Than 15 Ft,0.7,2.5,26.7,51.7%,38.5,-11.8
