DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.0,50.3,100%,46.9,3.4
3 Pointers,0.4,0.8,43.5,11.7%,34.2,9.2
2 Pointers,3.2,6.2,51.1,88.3%,49.8,1.4
Less Than 6 Ft,2.0,3.5,56.6,50.3%,60.0,-3.5
Less Than 10 Ft,2.6,4.7,55.0,66.5%,55.8,-0.8
Greater Than 15 Ft,0.8,1.9,40.4,26.4%,36.5,3.9
