DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,7.6,46.1,100%,46.0,0.1
3 Pointers,0.5,1.8,28.6,23.8%,33.9,-5.3
2 Pointers,3.0,5.8,51.6,76.2%,50.4,1.2
Less Than 6 Ft,1.5,2.6,58.6,34.0%,60.9,-2.4
Less Than 10 Ft,2.0,3.8,53.4,50.0%,55.9,-2.5
Greater Than 15 Ft,1.1,3.0,37.8,39.8%,36.3,1.5
