DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.1,4.3,48.2,100%,44.1,4.1
3 Pointers,0.5,1.6,30.8,37.4%,35.4,-4.7
2 Pointers,1.6,2.7,58.6,62.6%,49.0,9.6
Less Than 6 Ft,1.0,1.4,67.4,33.1%,60.3,7.1
Less Than 10 Ft,1.2,1.8,64.9,41.0%,55.3,9.6
Greater Than 15 Ft,0.8,2.2,34.8,49.6%,36.9,-2.1
