DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,7.7,48.4,100%,46.8,1.7
3 Pointers,0.4,1.0,36.2,13.3%,37.3,-1.1
2 Pointers,3.4,6.7,50.3,86.7%,50.4,0.0
Less Than 6 Ft,2.1,3.9,54.2,50.7%,59.9,-5.7
Less Than 10 Ft,2.7,5.1,53.2,66.6%,55.2,-2.0
Greater Than 15 Ft,0.8,2.1,40.2,27.5%,37.0,3.2
