DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.8,10.0,38.1,100%,45.4,-7.2
3 Pointers,1.2,3.2,38.3,32.1%,35.7,2.6
2 Pointers,2.6,6.8,38.0,67.9%,50.1,-12.1
Less Than 6 Ft,1.6,3.1,51.7,30.6%,61.2,-9.5
Less Than 10 Ft,1.9,4.4,44.3,43.8%,55.7,-11.4
Greater Than 15 Ft,1.6,4.7,34.8,46.7%,36.9,-2.0
