,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - NYK vs. DEN",L,33,17,7,14,50.0,2,4,50.0,1,2,50.0,2,2,4,2,1,1,1,3,-3,2017-02-10 00:00:00,DEN,HOME
1,"FEB 08, 2017 - NYK vs. LAC",L,27,27,10,19,52.6,4,7,57.1,3,4,75.0,4,2,6,2,2,0,1,5,-1,2017-02-08 00:00:00,LAC,HOME
2,"FEB 06, 2017 - NYK vs. LAL",L,33,16,5,14,35.7,1,5,20.0,5,7,71.4,1,8,9,0,0,2,2,2,-17,2017-02-06 00:00:00,LAL,HOME
3,"FEB 04, 2017 - NYK vs. CLE",L,29,9,3,10,30.0,1,3,33.3,2,5,40.0,1,7,8,2,1,3,2,5,12,2017-02-04 00:00:00,CLE,HOME
4,"FEB 01, 2017 - NYK @ BKN",W,26,19,7,15,46.7,1,4,25.0,4,7,57.1,4,8,12,1,0,2,2,5,15,2017-02-01 00:00:00,BKN,AWAY
5,"JAN 29, 2017 - NYK @ ATL",L,30,15,6,14,42.9,0,3,0.0,3,3,100.0,3,2,5,1,0,3,2,6,-1,2017-01-29 00:00:00,ATL,AWAY
6,"JAN 27, 2017 - NYK vs. CHA",W,35,18,8,11,72.7,2,4,50.0,0,0,0.0,1,3,4,0,0,3,2,6,-6,2017-01-27 00:00:00,CHA,HOME
7,"JAN 25, 2017 - NYK @ DAL",L,23,13,4,11,36.4,0,2,0.0,5,5,100.0,2,6,8,1,0,1,1,5,-11,2017-01-25 00:00:00,DAL,AWAY
8,"JAN 23, 2017 - NYK @ IND",W,25,8,3,11,27.3,2,6,33.3,0,0,0.0,0,4,4,0,1,1,3,6,-7,2017-01-23 00:00:00,IND,AWAY
9,"JAN 21, 2017 - NYK vs. PHX",L,33,14,7,13,53.8,0,3,0.0,0,0,0.0,1,0,1,2,1,1,2,3,-6,2017-01-21 00:00:00,PHX,HOME
10,"JAN 19, 2017 - NYK vs. WAS",L,29,15,6,11,54.5,0,3,0.0,3,3,100.0,3,2,5,2,1,0,1,3,-1,2017-01-19 00:00:00,WAS,HOME
11,"JAN 11, 2017 - NYK @ PHI",L,28,7,3,10,30.0,1,6,16.7,0,0,0.0,0,2,2,2,1,2,1,4,-4,2017-01-11 00:00:00,PHI,AWAY
12,"JAN 09, 2017 - NYK vs. NOP",L,24,9,3,13,23.1,0,4,0.0,3,4,75.0,0,4,4,1,0,2,2,2,-6,2017-01-09 00:00:00,NOP,HOME
13,"JAN 07, 2017 - NYK @ IND",L,34,16,5,11,45.5,4,6,66.7,2,2,100.0,1,3,4,3,1,4,5,4,-9,2017-01-07 00:00:00,IND,AWAY
