BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,49,26.1,6.1,2.2,5.7,39.1,0.9,2.8,33.3,0.7,1.1,65.4,1.3,2.1,3.4,1.5,0.7,0.7,0.2,1.8,0,0,-0.2
Home,23,26.3,6.0,2.3,5.8,39.1,0.9,2.7,34.4,0.6,1.0,60.9,1.1,1.8,2.9,1.4,0.7,0.4,0.2,2.0,0,0,0.0
Road,26,26.0,6.1,2.2,5.6,39.0,0.9,2.8,32.4,0.8,1.1,69.0,1.6,2.3,3.9,1.6,0.6,0.8,0.2,1.7,0,0,-0.4
Wins,22,25.2,6.1,2.1,5.4,39.5,0.9,2.6,33.3,1.0,1.5,65.6,1.2,2.2,3.5,1.3,0.6,0.8,0.2,2.0,0,0,6.1
Losses,27,26.8,6.0,2.3,5.9,38.8,1.0,2.9,33.3,0.5,0.7,65.0,1.4,2.0,3.4,1.7,0.7,0.6,0.3,1.7,0,0,-5.4
October,3,20.0,5.0,1.3,4.7,28.6,1.0,2.3,42.9,1.3,1.7,80.0,0.7,1.0,1.7,0.3,0.3,0.7,0.3,2.7,0,0,0.3
November,14,22.6,6.4,2.6,5.5,46.8,0.9,2.6,32.4,0.4,0.8,54.5,1.6,1.8,3.4,0.9,1.0,0.8,0.2,1.9,0,0,0.4
December,13,30.2,5.3,1.8,5.3,34.8,0.8,2.5,30.3,0.8,1.0,84.6,1.5,2.4,3.9,2.4,0.5,0.5,0.3,1.8,0,0,-2.4
January,15,26.1,6.4,2.3,5.9,38.2,1.0,2.9,34.9,0.9,1.4,61.9,0.8,2.4,3.2,1.3,0.5,0.7,0.1,2.1,0,0,-2.6
February,4,29.7,6.8,2.8,7.5,36.7,1.3,3.8,33.3,0.0,0.5,0.0,2.3,1.8,4.0,2.8,0.8,0.5,0.3,0.5,0,0,13.3
Pre All-Star,49,26.1,6.1,2.2,5.7,39.1,0.9,2.8,33.3,0.7,1.1,65.4,1.3,2.1,3.4,1.5,0.7,0.7,0.2,1.8,0,0,-0.2
Starters,36,29.3,6.5,2.4,6.4,37.5,1.0,3.0,32.1,0.7,1.1,68.4,1.5,2.3,3.8,1.8,0.8,0.7,0.3,2.0,0,0,-0.5
Bench,13,17.3,4.8,1.7,3.6,46.8,0.8,2.0,38.5,0.6,1.1,57.1,1.0,1.4,2.4,0.6,0.4,0.5,0.2,1.4,0,0,0.6
0 Days Rest,8,30.2,7.4,2.5,6.4,39.2,0.9,3.0,29.2,1.5,1.9,80.0,1.5,2.3,3.8,2.4,0.5,0.9,0.5,1.5,0,0,-0.3
1 Days Rest,32,26.9,5.8,2.2,5.9,37.0,1.0,2.9,33.0,0.5,0.8,66.7,1.5,2.3,3.8,1.4,0.7,0.7,0.2,1.9,0,0,-0.2
2 Days Rest,5,16.1,3.6,1.4,4.2,33.3,0.6,2.0,30.0,0.2,0.8,25.0,0.8,1.0,1.8,1.6,0.6,0.2,0.2,1.0,0,0,-2.4
3 Days Rest,1,15.6,6.0,3.0,4.0,75.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0,0,-9.0
4 Days Rest,2,22.7,10.0,3.0,4.5,66.7,1.5,2.5,60.0,2.5,3.5,71.4,0.5,2.0,2.5,1.0,0.5,1.0,0.0,2.5,0,0,11.0
6+ Days Rest,1,36.1,7.0,3.0,5.0,60.0,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0,0,-2.0
