BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,50,34.6,14.9,5.0,12.3,40.5,1.7,4.9,35.2,3.2,3.8,84.6,0.7,6.5,7.3,6.1,2.7,1.1,0.4,1.6,13,1,1.0
Home,26,35.4,15.2,5.2,12.5,41.7,1.8,4.8,36.8,3.0,3.7,83.2,0.9,6.6,7.5,6.4,2.9,1.0,0.4,1.5,8,1,2.9
Road,24,33.6,14.5,4.8,12.1,39.2,1.7,5.0,33.6,3.3,3.9,86.0,0.5,6.4,7.0,5.8,2.4,1.1,0.3,1.7,5,0,-1.0
Wins,23,33.9,15.5,5.3,12.7,41.3,1.7,4.7,34.9,3.3,3.9,84.4,0.6,6.9,7.5,5.7,2.3,1.5,0.3,1.5,6,1,10.1
Losses,27,35.2,14.3,4.7,11.9,39.8,1.8,5.0,35.6,3.1,3.6,84.7,0.9,6.2,7.1,6.4,3.0,0.7,0.5,1.6,7,0,-6.7
October,3,32.6,11.0,3.0,11.0,27.3,1.3,6.3,21.1,3.7,4.3,84.6,0.7,4.7,5.3,5.7,1.7,1.3,0.7,1.7,0,0,3.3
November,14,34.5,13.9,4.6,11.2,40.8,1.9,5.4,36.0,2.9,3.6,80.0,0.8,6.2,7.0,5.1,2.4,0.9,0.4,1.6,2,0,3.2
December,16,35.3,16.1,5.7,13.5,42.1,1.7,4.9,34.6,3.1,3.7,83.1,0.6,8.0,8.6,6.8,2.6,1.4,0.4,1.5,8,1,4.0
January,13,34.8,15.5,5.0,12.7,39.4,1.5,4.2,36.4,3.9,4.4,89.5,0.8,5.9,6.7,6.2,3.3,0.7,0.2,1.5,2,0,-1.6
February,4,32.6,14.0,5.0,11.0,45.5,2.0,4.3,47.1,2.0,2.3,88.9,1.0,5.0,6.0,6.8,2.8,1.3,0.5,1.5,1,0,-11.8
Pre All-Star,50,34.6,14.9,5.0,12.3,40.5,1.7,4.9,35.2,3.2,3.8,84.6,0.7,6.5,7.3,6.1,2.7,1.1,0.4,1.6,13,1,1.0
Starters,50,34.6,14.9,5.0,12.3,40.5,1.7,4.9,35.2,3.2,3.8,84.6,0.7,6.5,7.3,6.1,2.7,1.1,0.4,1.6,13,1,1.0
0 Days Rest,10,32.3,12.2,4.0,11.5,34.8,1.4,4.5,31.1,2.8,3.2,87.5,0.8,6.1,6.9,5.6,2.2,1.2,0.5,1.4,1,0,-5.3
1 Days Rest,27,35.6,15.3,5.2,12.6,41.5,1.8,5.0,36.3,3.0,3.7,81.2,0.7,7.0,7.7,6.4,2.9,0.9,0.3,1.9,8,0,1.2
2 Days Rest,10,34.3,16.0,5.2,12.1,43.0,1.7,4.5,37.8,3.9,4.4,88.6,0.6,6.2,6.8,6.3,2.7,1.5,0.5,0.8,4,1,3.8
3 Days Rest,1,33.9,20.0,7.0,16.0,43.8,4.0,9.0,44.4,2.0,2.0,100,2.0,5.0,7.0,4.0,4.0,1.0,0.0,2.0,0,0,22.0
5 Days Rest,1,33.6,9.0,2.0,9.0,22.2,1.0,7.0,14.3,4.0,5.0,80.0,0.0,6.0,6.0,7.0,1.0,2.0,0.0,2.0,0,0,18.0
6+ Days Rest,1,32.1,19.0,7.0,14.0,50.0,1.0,3.0,33.3,4.0,4.0,100,1.0,4.0,5.0,2.0,1.0,1.0,0.0,2.0,0,0,-7.0
