DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.5,45.9,100%,45.7,0.1
3 Pointers,0.3,0.9,32.6,21.0%,34.3,-1.7
2 Pointers,1.7,3.5,49.4,79.0%,49.3,0.1
Less Than 6 Ft,1.0,2.0,53.3,43.9%,59.0,-5.6
Less Than 10 Ft,1.2,2.2,52.4,50.2%,54.1,-1.7
Greater Than 15 Ft,0.7,1.9,38.6,42.9%,36.2,2.5
