DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.7,6.3,27.3,100%,45.7,-18.4
3 Pointers,0.9,3.1,27.3,50.0%,37.4,-10.1
2 Pointers,0.9,3.1,27.3,50.0%,51.1,-23.9
Less Than 6 Ft,0.6,1.4,40.0,22.7%,59.7,-19.7
Less Than 10 Ft,0.6,1.7,33.3,27.3%,53.9,-20.6
Greater Than 15 Ft,1.0,3.9,25.9,61.4%,38.1,-12.2
