DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,8.0,44.0,100%,44.6,-0.5
3 Pointers,1.1,2.8,38.3,35.0%,36.2,2.2
2 Pointers,2.4,5.2,47.1,65.0%,49.1,-2.1
Less Than 6 Ft,0.9,1.6,59.4,20.1%,60.4,-1.0
Less Than 10 Ft,1.4,2.6,53.5,33.2%,54.9,-1.4
Greater Than 15 Ft,1.8,4.5,39.6,56.0%,37.6,2.0
