DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.1,4.6,46.2,100%,43.6,2.7
3 Pointers,0.7,2.0,34.5,43.5%,35.9,-1.3
2 Pointers,1.4,2.6,55.2,56.5%,48.6,6.7
Less Than 6 Ft,0.8,1.3,62.9,27.7%,59.5,3.3
Less Than 10 Ft,1.0,1.6,60.9,34.4%,54.5,6.4
Greater Than 15 Ft,1.0,2.6,37.0,57.7%,36.9,0.1
