DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.9,6.6,44.3,100%,47.9,-3.6
3 Pointers,0.3,0.7,39.4,10.2%,35.3,4.1
2 Pointers,2.7,6.0,44.9,89.8%,51.2,-6.4
Less Than 6 Ft,1.6,3.1,51.7,46.5%,60.8,-9.1
Less Than 10 Ft,2.2,4.3,51.0,64.6%,55.8,-4.9
Greater Than 15 Ft,0.6,1.7,35.4,25.2%,36.4,-1.0
