DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,1.2,2.8,43.6,100%,44.4,-0.8
3 Pointers,0.3,1.0,32.1,35.9%,34.4,-2.3
2 Pointers,0.9,1.8,50.0,64.1%,49.2,0.8
Less Than 6 Ft,0.5,0.6,72.2,23.1%,59.4,12.8
Less Than 10 Ft,0.6,1.0,59.3,34.6%,55.1,4.2
Greater Than 15 Ft,0.6,1.6,36.4,56.4%,35.8,0.6
