,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 10, 2017 - SAS @ DET",W,15,0,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2,1,0,0,1,1,-7,2017-02-10 00:00:00,DET,AWAY
1,"FEB 08, 2017 - SAS @ PHI",W,11,2,1,3,33.3,0,0,0.0,0,0,0.0,0,2,2,1,0,0,2,2,-7,2017-02-08 00:00:00,PHI,AWAY
2,"FEB 06, 2017 - SAS @ MEM",L,24,4,2,8,25.0,0,2,0.0,0,0,0.0,0,2,2,0,2,0,1,3,-14,2017-02-06 00:00:00,MEM,AWAY
3,"FEB 04, 2017 - SAS vs. DEN",W,22,18,7,10,70.0,1,1,100.0,3,4,75.0,0,4,4,2,0,1,2,2,3,2017-02-04 00:00:00,DEN,HOME
4,"FEB 02, 2017 - SAS vs. PHI",W,19,11,3,8,37.5,0,1,0.0,5,6,83.3,0,3,3,0,0,1,0,2,11,2017-02-02 00:00:00,PHI,HOME
5,"JAN 31, 2017 - SAS vs. OKC",W,19,7,3,9,33.3,0,0,0.0,1,4,25.0,2,4,6,1,3,1,1,2,7,2017-01-31 00:00:00,OKC,HOME
6,"JAN 23, 2017 - SAS @ BKN",W,19,11,3,7,42.9,1,2,50.0,4,4,100.0,0,4,4,2,0,0,0,2,17,2017-01-23 00:00:00,BKN,AWAY
7,"JAN 21, 2017 - SAS @ CLE",W,8,2,1,1,100.0,0,0,0.0,0,0,0.0,0,0,0,1,0,0,0,1,-2,2017-01-21 00:00:00,CLE,AWAY
8,"JAN 19, 2017 - SAS vs. DEN",W,14,7,3,9,33.3,0,1,0.0,1,2,50.0,0,4,4,1,1,0,1,0,-7,2017-01-19 00:00:00,DEN,HOME
9,"JAN 17, 2017 - SAS vs. MIN",W,12,7,1,1,100.0,0,0,0.0,5,6,83.3,0,0,0,1,1,0,0,2,-2,2017-01-17 00:00:00,MIN,HOME
