DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.0,8.6,47.1,100%,48.1,-1.0
3 Pointers,0.4,1.1,31.3,13.3%,35.7,-4.4
2 Pointers,3.7,7.5,49.5,86.7%,51.5,-2.0
Less Than 6 Ft,2.5,4.3,58.1,49.6%,61.7,-3.6
Less Than 10 Ft,2.9,5.4,54.7,62.3%,56.6,-2.0
Greater Than 15 Ft,0.9,2.5,36.5,28.8%,37.7,-1.1
