BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,36,34.9,17.7,7.1,15.0,47.5,2.1,5.2,40.9,1.3,1.8,76.2,1.1,5.8,6.9,2.4,1.8,1.3,0.2,2.7,9,0,0.0
Home,16,34.8,16.1,6.3,14.8,42.8,2.3,5.5,42.0,1.1,1.6,72.0,1.5,6.1,7.6,2.6,1.7,0.9,0.2,2.5,4,0,-0.3
Road,20,35.0,19.0,7.8,15.2,51.2,2.0,4.9,39.8,1.5,1.9,78.9,0.8,5.6,6.4,2.2,1.9,1.6,0.3,2.9,5,0,0.3
Wins,22,34.4,17.0,6.8,14.5,46.7,2.0,4.9,40.2,1.5,1.8,82.1,1.2,5.5,6.6,2.4,1.5,1.4,0.2,2.7,3,0,6.3
Losses,14,35.7,18.8,7.6,15.7,48.6,2.4,5.6,41.8,1.1,1.7,66.7,1.0,6.3,7.3,2.4,2.1,1.2,0.3,2.7,6,0,-9.8
October,3,36.7,21.3,8.0,15.3,52.2,4.0,6.0,66.7,1.3,2.0,66.7,2.0,6.7,8.7,5.0,2.0,0.7,0.3,3.3,1,0,1.3
November,15,35.8,17.0,7.0,15.5,45.3,1.9,5.2,35.9,1.1,1.5,77.3,1.1,6.5,7.6,2.3,1.7,1.1,0.3,2.5,6,0,-1.9
December,15,33.7,18.1,7.4,14.7,50.2,1.8,4.6,39.1,1.5,2.1,74.2,1.0,5.2,6.2,2.0,1.9,1.7,0.2,2.9,2,0,-0.3
January,3,35.0,15.0,5.3,13.3,40.0,3.0,7.0,42.9,1.3,1.3,100,0.7,4.3,5.0,2.3,1.7,1.0,0.0,2.0,0,0,10.3
Pre All-Star,36,34.9,17.7,7.1,15.0,47.5,2.1,5.2,40.9,1.3,1.8,76.2,1.1,5.8,6.9,2.4,1.8,1.3,0.2,2.7,9,0,0.0
Starters,36,34.9,17.7,7.1,15.0,47.5,2.1,5.2,40.9,1.3,1.8,76.2,1.1,5.8,6.9,2.4,1.8,1.3,0.2,2.7,9,0,0.0
0 Days Rest,6,36.6,17.3,7.2,14.2,50.6,1.2,4.5,25.9,1.8,2.7,68.8,1.3,5.8,7.2,3.0,2.0,0.7,0.3,2.2,1,0,-3.3
1 Days Rest,21,34.0,18.0,7.2,15.3,47.0,2.2,5.1,43.9,1.4,1.8,78.9,1.0,6.0,7.0,1.7,1.9,1.6,0.2,2.9,6,0,0.6
2 Days Rest,5,36.5,20.8,8.6,17.4,49.4,3.0,6.2,48.4,0.6,1.0,60.0,1.2,6.6,7.8,3.6,0.8,1.2,0.4,2.4,2,0,-4.2
3 Days Rest,1,38.7,13.0,6.0,15.0,40.0,1.0,7.0,14.3,0.0,0.0,0.0,2.0,3.0,5.0,4.0,1.0,0.0,0.0,4.0,0,0,2.0
4 Days Rest,1,36.4,14.0,4.0,7.0,57.1,2.0,4.0,50.0,4.0,4.0,100,0.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,0,0,12.0
6+ Days Rest,2,33.4,11.0,4.5,12.0,37.5,2.0,5.0,40.0,0.0,0.0,0.0,2.0,4.0,6.0,4.5,2.5,1.5,0.0,3.0,0,0,7.5
