DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.1,51.2,100%,44.8,6.4
3 Pointers,0.8,1.9,44.2,37.9%,36.1,8.1
2 Pointers,1.8,3.1,55.6,62.1%,50.0,5.5
Less Than 6 Ft,1.0,1.4,72.7,27.1%,61.9,10.9
Less Than 10 Ft,1.3,1.9,67.5,37.9%,56.2,11.4
Greater Than 15 Ft,1.2,2.8,42.7,54.2%,37.2,5.6
