DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.1,4.5,47.5,100%,44.8,2.6
3 Pointers,0.2,1.2,18.5,27.3%,34.9,-16.4
2 Pointers,1.9,3.3,58.3,72.7%,49.4,8.9
Less Than 6 Ft,1.0,1.6,64.7,34.3%,62.4,2.3
Less Than 10 Ft,1.4,2.5,59.3,54.5%,55.6,3.7
Greater Than 15 Ft,0.5,1.7,29.7,37.4%,36.6,-6.9
