BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,47,13.6,2.9,1.0,2.4,43.4,0.2,0.4,38.1,0.6,0.8,80.6,0.4,2.2,2.6,1.1,0.6,0.7,0.4,0.8,0,0,2.2
Home,23,12.2,1.6,0.6,2.1,27.1,0.1,0.4,30.0,0.3,0.3,87.5,0.4,2.1,2.5,1.1,0.6,0.5,0.3,0.8,0,0,3.3
Road,24,14.9,4.1,1.5,2.7,55.4,0.2,0.5,45.5,0.9,1.2,78.6,0.3,2.4,2.7,1.1,0.5,0.9,0.5,0.8,0,0,1.2
Wins,36,14.2,3.0,1.1,2.5,44.0,0.2,0.5,38.9,0.6,0.7,84.6,0.4,2.3,2.6,1.3,0.5,0.6,0.4,0.8,0,0,3.0
Losses,11,11.8,2.4,0.8,2.0,40.9,0.1,0.3,33.3,0.6,0.9,70.0,0.4,2.2,2.5,0.6,0.6,1.0,0.3,0.6,0,0,-0.4
October,4,23.9,3.8,1.5,3.3,46.2,0.8,1.0,75.0,0.0,0.0,0.0,0.5,4.5,5.0,1.3,1.0,0.8,0.5,1.3,0,0,4.3
November,13,11.8,1.8,0.7,1.8,39.1,0.1,0.3,25.0,0.3,0.5,66.7,0.5,1.6,2.2,0.7,0.2,0.7,0.2,0.4,0,0,0.2
December,12,12.5,3.0,1.0,2.6,38.7,0.1,0.5,16.7,0.9,1.0,91.7,0.4,2.7,3.1,1.1,0.5,0.7,0.4,1.1,0,0,3.4
January,14,12.6,3.3,1.1,2.2,51.6,0.2,0.4,50.0,0.8,0.9,91.7,0.1,1.6,1.8,1.2,0.6,0.6,0.4,0.7,0,0,2.2
February,4,16.1,3.8,1.5,3.8,40.0,0.0,0.3,0.0,0.8,1.5,50.0,0.5,2.8,3.3,2.3,1.0,1.3,0.8,0.8,0,0,3.3
Pre All-Star,47,13.6,2.9,1.0,2.4,43.4,0.2,0.4,38.1,0.6,0.8,80.6,0.4,2.2,2.6,1.1,0.6,0.7,0.4,0.8,0,0,2.2
Starters,11,25.1,4.6,1.8,4.5,40.0,0.5,0.9,50.0,0.5,0.7,75.0,0.9,3.9,4.8,2.2,0.6,0.9,0.6,1.1,0,0,5.6
Bench,36,10.1,2.3,0.8,1.8,46.0,0.1,0.3,27.3,0.6,0.8,82.1,0.2,1.7,1.9,0.8,0.5,0.6,0.3,0.7,0,0,1.2
0 Days Rest,7,19.5,5.3,1.4,2.6,55.6,0.3,0.4,66.7,2.1,2.3,93.8,0.4,2.9,3.3,2.0,1.0,0.3,0.4,1.0,0,0,6.1
1 Days Rest,25,12.8,2.7,1.1,2.7,41.8,0.2,0.5,30.8,0.3,0.5,58.3,0.3,2.2,2.5,1.1,0.5,0.7,0.4,0.6,0,0,2.6
2 Days Rest,9,12.3,1.2,0.3,1.7,20.0,0.0,0.2,0.0,0.6,0.7,83.3,0.3,1.4,1.8,1.1,0.6,0.6,0.3,0.8,0,0,-2.6
3 Days Rest,4,13.5,2.8,1.3,2.0,62.5,0.3,0.3,100,0.0,0.0,0.0,1.0,3.5,4.5,0.3,0.3,2.0,0.5,1.0,0,0,2.8
4 Days Rest,2,9.8,4.5,1.5,2.5,60.0,0.5,1.0,50.0,1.0,1.0,100,0.0,1.5,1.5,0.0,0.5,0.0,0.0,1.0,0,0,4.5
