DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.6,6.5,54.7,100%,47.1,7.6
3 Pointers,0.5,1.3,35.7,20.4%,35.8,-0.1
2 Pointers,3.1,5.2,59.6,79.6%,50.7,9.0
Less Than 6 Ft,1.7,2.5,66.0,38.7%,62.1,3.9
Less Than 10 Ft,2.2,3.3,65.7,51.1%,56.8,8.9
Greater Than 15 Ft,0.9,2.7,35.1,41.6%,37.8,-2.7
