DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.8,11.7,49.7,100%,48.6,1.1
3 Pointers,0.5,1.5,34.4,13.0%,35.8,-1.5
2 Pointers,5.3,10.2,52.0,87.0%,51.9,0.1
Less Than 6 Ft,3.1,5.1,61.2,43.6%,61.9,-0.7
Less Than 10 Ft,3.8,7.1,53.9,60.5%,56.7,-2.9
Greater Than 15 Ft,1.6,3.6,42.8,31.0%,38.5,4.2
