DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.7,8.5,44.1,100%,44.2,-0.1
3 Pointers,1.4,3.8,38.3,44.4%,37.0,1.2
2 Pointers,2.3,4.7,48.8,55.6%,49.0,-0.2
Less Than 6 Ft,0.9,1.5,65.1,17.3%,60.1,5.0
Less Than 10 Ft,1.2,2.0,57.5,23.8%,54.8,2.7
Greater Than 15 Ft,2.1,5.4,39.8,63.3%,38.4,1.4
