DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,4.4,9.5,46.0,100%,48.1,-2.1
3 Pointers,0.3,1.1,27.8,11.6%,35.6,-7.8
2 Pointers,4.1,8.4,48.4,88.4%,51.3,-2.9
Less Than 6 Ft,2.4,4.3,54.5,45.6%,61.4,-6.9
Less Than 10 Ft,3.2,6.2,50.8,65.3%,56.6,-5.8
Greater Than 15 Ft,1.0,2.6,36.2,27.8%,37.9,-1.8
