DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.6,5.4,48.9,100%,47.0,1.9
3 Pointers,0.4,0.8,45.0,15.0%,35.4,9.6
2 Pointers,2.3,4.6,49.6,85.0%,50.2,-0.6
Less Than 6 Ft,1.3,2.0,62.0,37.6%,59.8,2.2
Less Than 10 Ft,1.8,3.1,57.0,56.8%,54.9,2.1
Greater Than 15 Ft,0.8,1.8,42.0,33.1%,36.7,5.3
