,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,DATE,OPPONENT,ARENA
0,"FEB 11, 2017 - DAL vs. ORL",W,16,7,3,6,50.0,1,3,33.3,0,0,0.0,0,0,0,4,3,0,1,1,10,2017-02-11 00:00:00,ORL,HOME
1,"JAN 25, 2017 - DAL vs. NYK",W,16,7,3,6,50.0,1,2,50.0,0,0,0.0,0,0,0,7,0,0,0,0,9,2017-01-25 00:00:00,NYK,HOME
2,"JAN 22, 2017 - DAL vs. LAL",W,26,13,6,9,66.7,1,3,33.3,0,0,0.0,0,5,5,8,0,0,0,1,20,2017-01-22 00:00:00,LAL,HOME
3,"JAN 20, 2017 - DAL vs. UTA",L,35,16,6,14,42.9,1,3,33.3,3,5,60.0,1,3,4,8,0,0,3,2,-11,2017-01-20 00:00:00,UTA,HOME
4,"JAN 19, 2017 - DAL @ MIA",L,32,6,2,8,25.0,1,5,20.0,1,2,50.0,0,3,3,9,0,0,2,3,-2,2017-01-19 00:00:00,MIA,AWAY
5,"JAN 17, 2017 - DAL @ CHI",W,30,11,5,11,45.5,1,5,20.0,0,0,0.0,0,6,6,9,1,0,4,3,6,2017-01-17 00:00:00,CHI,AWAY
6,"JAN 15, 2017 - DAL vs. MIN",W,31,13,5,9,55.6,3,5,60.0,0,2,0.0,0,4,4,10,2,0,4,3,-5,2017-01-15 00:00:00,MIN,HOME
7,"JAN 12, 2017 - DAL @ PHX",W,32,23,9,15,60.0,4,5,80.0,1,3,33.3,1,1,2,12,0,0,1,4,17,2017-01-12 00:00:00,PHX,AWAY
8,"JAN 09, 2017 - DAL @ MIN",L,33,11,5,9,55.6,1,3,33.3,0,0,0.0,1,1,2,7,1,0,3,2,0,2017-01-09 00:00:00,MIN,AWAY
9,"JAN 07, 2017 - DAL vs. ATL",L,28,7,3,12,25.0,0,5,0.0,1,1,100.0,2,5,7,4,0,0,4,3,-19,2017-01-07 00:00:00,ATL,HOME
10,"JAN 05, 2017 - DAL vs. PHX",L,33,20,8,14,57.1,2,5,40.0,2,3,66.7,0,4,4,6,0,0,3,2,-9,2017-01-05 00:00:00,PHX,HOME
11,"JAN 03, 2017 - DAL vs. WAS",W,32,21,7,13,53.8,4,7,57.1,3,3,100.0,0,1,1,6,0,0,5,4,-5,2017-01-03 00:00:00,WAS,HOME
12,"DEC 30, 2016 - DAL @ GSW",L,20,11,4,7,57.1,1,3,33.3,2,3,66.7,0,2,2,4,1,0,2,0,-20,2016-12-30 00:00:00,GSW,AWAY
13,"DEC 29, 2016 - DAL @ LAL",W,33,8,3,6,50.0,1,3,33.3,1,1,100.0,0,1,1,11,2,0,6,6,7,2016-12-29 00:00:00,LAL,AWAY
14,"DEC 27, 2016 - DAL vs. HOU",L,23,6,2,11,18.2,2,5,40.0,0,1,0.0,2,1,3,6,0,0,2,2,-25,2016-12-27 00:00:00,HOU,HOME
15,"DEC 26, 2016 - DAL @ NOP",L,32,24,9,18,50.0,3,7,42.9,3,4,75.0,1,1,2,9,1,0,2,3,-2,2016-12-26 00:00:00,NOP,AWAY
16,"DEC 23, 2016 - DAL @ LAC",W,35,12,5,16,31.3,2,5,40.0,0,0,0.0,0,5,5,9,1,0,4,2,4,2016-12-23 00:00:00,LAC,AWAY
17,"DEC 21, 2016 - DAL @ POR",W,32,23,10,17,58.8,2,7,28.6,1,1,100.0,2,3,5,5,0,0,4,2,13,2016-12-21 00:00:00,POR,AWAY
18,"DEC 19, 2016 - DAL @ DEN",L,31,23,9,17,52.9,3,3,100.0,2,3,66.7,0,1,1,8,1,0,3,3,-11,2016-12-19 00:00:00,DEN,AWAY
19,"DEC 18, 2016 - DAL vs. SAC",W,33,15,5,10,50.0,1,4,25.0,4,4,100.0,0,2,2,7,0,0,2,2,10,2016-12-18 00:00:00,SAC,HOME
20,"DEC 16, 2016 - DAL @ UTA",L,35,18,6,11,54.5,1,4,25.0,5,5,100.0,0,0,0,7,2,0,1,1,1,2016-12-16 00:00:00,UTA,AWAY
21,"DEC 14, 2016 - DAL vs. DET",L,36,16,3,13,23.1,1,4,25.0,9,9,100.0,1,2,3,5,1,0,2,3,-5,2016-12-14 00:00:00,DET,HOME
22,"DEC 12, 2016 - DAL vs. DEN",W,32,17,7,16,43.8,1,6,16.7,2,2,100.0,0,2,2,8,2,0,1,2,19,2016-12-12 00:00:00,DEN,HOME
23,"DEC 10, 2016 - DAL @ HOU",L,32,9,3,10,30.0,1,4,25.0,2,2,100.0,0,3,3,6,0,0,0,2,-12,2016-12-10 00:00:00,HOU,AWAY
