DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.0,7.4,41.2,100%,44.4,-3.2
3 Pointers,0.9,2.6,33.3,35.3%,35.1,-1.8
2 Pointers,2.2,4.8,45.5,64.7%,48.5,-3.1
Less Than 6 Ft,1.0,1.6,61.8,22.4%,59.3,2.5
Less Than 10 Ft,1.3,2.4,54.5,32.4%,54.6,-0.1
Greater Than 15 Ft,1.5,4.2,36.6,56.2%,36.1,0.6
