DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,6.9,15.0,45.8,100%,46.5,-0.8
3 Pointers,1.1,3.1,35.0,20.9%,35.5,-0.5
2 Pointers,5.8,11.9,48.6,79.1%,50.4,-1.8
Less Than 6 Ft,3.1,6.0,50.8,40.0%,60.8,-9.9
Less Than 10 Ft,4.0,8.2,48.8,54.5%,55.8,-6.9
Greater Than 15 Ft,2.4,5.7,41.4,38.1%,37.6,3.9
