DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.0,4.8,41.0,100%,43.1,-2.1
3 Pointers,0.7,2.2,33.3,46.4%,35.3,-2.0
2 Pointers,1.2,2.6,47.7,53.6%,47.3,0.3
Less Than 6 Ft,0.5,0.9,56.8,18.4%,57.4,-0.6
Less Than 10 Ft,0.7,1.3,52.3,27.2%,52.4,-0.1
Greater Than 15 Ft,1.2,3.3,35.6,68.2%,37.0,-1.4
