BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,40,28.6,13.7,5.1,12.1,42.0,2.1,5.6,36.6,1.5,1.9,75.3,0.3,3.3,3.6,1.9,1.2,0.6,0.2,2.3,0,0,3.8
Home,20,26.6,14.8,5.6,11.7,47.4,2.5,5.9,42.7,1.2,1.6,74.2,0.4,3.3,3.7,1.5,1.6,0.7,0.2,2.4,0,0,6.4
Road,20,30.6,12.6,4.6,12.5,36.9,1.6,5.4,29.9,1.8,2.3,76.1,0.2,3.4,3.6,2.2,0.8,0.5,0.3,2.2,0,0,1.2
Wins,27,28.4,14.2,5.3,12.3,43.4,2.2,5.7,39.2,1.3,1.5,85.4,0.4,3.4,3.7,1.8,1.4,0.6,0.2,2.3,0,0,9.1
Losses,13,29.0,12.5,4.5,11.6,39.1,1.7,5.5,31.0,1.8,2.8,63.9,0.1,3.2,3.3,1.9,0.8,0.5,0.2,2.2,0,0,-7.2
October,3,32.8,15.3,5.3,13.7,39.0,2.0,5.7,35.3,2.7,3.7,72.7,0.0,3.7,3.7,0.7,1.0,1.0,0.3,3.3,0,0,-1.7
November,15,31.2,16.3,6.1,13.4,45.3,2.3,5.9,38.2,1.9,2.4,77.8,0.3,4.2,4.5,2.3,1.3,0.7,0.3,2.5,0,0,6.5
December,11,24.7,11.5,4.2,10.7,39.0,1.7,5.5,31.7,1.4,1.7,78.9,0.4,2.2,2.5,1.6,1.3,0.5,0.0,1.7,0,0,6.0
January,10,29.9,12.7,4.9,12.0,40.8,2.2,5.6,39.3,0.7,1.1,63.6,0.2,3.5,3.7,1.9,0.9,0.4,0.3,2.4,0,0,-0.5
February,1,8.0,3.0,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0,0,-3.0
Pre All-Star,40,28.6,13.7,5.1,12.1,42.0,2.1,5.6,36.6,1.5,1.9,75.3,0.3,3.3,3.6,1.9,1.2,0.6,0.2,2.3,0,0,3.8
Starters,40,28.6,13.7,5.1,12.1,42.0,2.1,5.6,36.6,1.5,1.9,75.3,0.3,3.3,3.6,1.9,1.2,0.6,0.2,2.3,0,0,3.8
0 Days Rest,9,28.8,14.0,5.3,12.6,42.5,1.7,4.8,34.9,1.7,2.3,71.4,0.1,3.2,3.3,2.2,1.3,0.7,0.3,2.2,0,0,3.8
1 Days Rest,19,29.7,13.8,5.1,12.2,41.8,2.3,5.9,38.4,1.4,1.8,74.3,0.4,3.4,3.8,2.1,1.2,0.6,0.2,2.3,0,0,4.4
2 Days Rest,5,27.2,13.8,5.4,12.2,44.3,2.4,6.4,37.5,0.6,1.0,60.0,0.0,3.8,3.8,2.0,1.4,0.4,0.2,2.6,0,0,10.8
3 Days Rest,3,20.2,6.7,2.0,8.0,25.0,0.7,3.3,20.0,2.0,2.3,85.7,0.7,2.3,3.0,0.7,1.3,0.7,0.0,1.3,0,0,-4.7
4 Days Rest,1,33.9,12.0,5.0,16.0,31.3,1.0,7.0,14.3,1.0,2.0,50.0,0.0,6.0,6.0,1.0,1.0,0.0,0.0,2.0,0,0,-10.0
5 Days Rest,1,37.7,26.0,9.0,17.0,52.9,3.0,7.0,42.9,5.0,5.0,100,0.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,0,0,5.0
6+ Days Rest,2,26.8,15.0,5.5,10.0,55.0,3.0,6.5,46.2,1.0,1.0,100,0.0,2.5,2.5,0.5,0.5,0.0,0.0,2.5,0,0,-1.0
