BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,54,34.6,23.5,8.8,18.0,48.8,2.5,6.0,41.2,3.4,3.8,89.8,0.8,2.9,3.7,3.6,2.3,1.1,0.6,2.8,1,0,-0.8
Home,26,34.8,22.7,8.7,18.0,48.2,2.4,6.0,39.5,3.0,3.4,88.8,0.9,2.7,3.7,4.2,2.2,1.2,0.7,2.7,0,0,4.1
Road,28,34.4,24.1,8.9,18.1,49.3,2.5,5.9,42.8,3.8,4.1,90.5,0.7,3.0,3.7,3.1,2.4,0.9,0.6,2.9,1,0,-5.3
Wins,23,34.6,25.2,9.6,18.7,51.2,2.7,6.1,43.3,3.4,4.0,85.9,0.9,2.6,3.5,4.0,1.8,1.4,0.6,2.8,1,0,9.3
Losses,31,34.6,22.2,8.2,17.5,46.9,2.3,5.9,39.6,3.4,3.6,92.9,0.8,3.0,3.8,3.4,2.6,0.8,0.6,2.8,0,0,-8.3
October,3,38.0,21.3,7.7,17.3,44.2,1.7,2.7,62.5,4.3,4.7,92.9,1.3,4.0,5.3,2.7,2.7,2.3,1.0,3.0,1,0,-2.3
November,17,34.0,22.3,8.3,17.5,47.3,2.7,6.4,42.6,3.0,3.3,91.1,0.8,2.8,3.6,3.8,2.1,1.1,0.3,3.2,0,0,0.6
December,15,33.9,22.5,8.3,17.3,47.7,2.3,5.7,41.2,3.7,4.1,88.7,0.9,2.1,3.0,3.7,2.4,0.5,0.8,2.3,0,0,-5.0
January,15,34.9,25.8,9.9,19.3,51.0,2.7,6.6,41.4,3.3,3.8,87.7,0.6,3.1,3.7,3.5,2.3,1.6,0.8,2.7,0,0,3.7
February,4,35.9,24.8,9.8,18.5,52.7,1.5,5.8,26.1,3.8,4.0,93.8,1.3,4.0,5.3,3.5,2.5,0.3,0.5,3.8,0,0,-6.5
Pre All-Star,54,34.6,23.5,8.8,18.0,48.8,2.5,6.0,41.2,3.4,3.8,89.8,0.8,2.9,3.7,3.6,2.3,1.1,0.6,2.8,1,0,-0.8
Starters,54,34.6,23.5,8.8,18.0,48.8,2.5,6.0,41.2,3.4,3.8,89.8,0.8,2.9,3.7,3.6,2.3,1.1,0.6,2.8,1,0,-0.8
0 Days Rest,10,35.3,21.0,7.5,16.3,46.0,2.4,5.8,41.4,3.6,4.0,90.0,0.4,2.5,2.9,3.0,1.8,1.0,0.7,2.9,0,0,-1.2
1 Days Rest,33,34.6,23.7,8.9,18.0,49.2,2.6,6.1,42.5,3.3,3.7,89.4,0.8,3.0,3.8,3.5,2.5,1.2,0.6,2.8,1,0,-0.8
2 Days Rest,9,34.1,25.2,10.0,20.4,48.9,2.2,6.7,33.3,3.0,3.4,87.1,1.6,2.8,4.3,4.6,2.3,0.8,0.9,2.7,0,0,-3.3
3 Days Rest,2,33.8,24.5,8.5,16.0,53.1,2.0,2.5,80.0,5.5,5.5,100,0.5,2.0,2.5,3.5,1.5,0.5,0.0,3.0,0,0,13.0
