DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,5.5,12.2,45.4,100%,45.4,0.0
3 Pointers,1.7,5.0,33.3,41.3%,35.6,-2.2
2 Pointers,3.9,7.2,53.8,58.7%,50.6,3.2
Less Than 6 Ft,2.1,3.1,66.9,25.3%,62.8,4.1
Less Than 10 Ft,2.8,4.4,64.1,36.2%,57.2,6.9
Greater Than 15 Ft,2.3,6.8,32.9,55.9%,37.2,-4.3
