,MATCHUP,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,DATE,OPPONENT,ARENA
0,"FEB 09, 2017 - UTA @ DAL",L,265,105,39,85,45.9,13,29,44.8,14,17,82.4,11,32,43,26,8,3,21,26,2017-02-09 00:00:00,DAL,AWAY
1,"FEB 08, 2017 - UTA @ NOP",W,240,127,48,88,54.5,14,32,43.8,17,21,81.0,12,36,48,25,9,2,8,19,2017-02-08 00:00:00,NOP,AWAY
2,"FEB 06, 2017 - UTA @ ATL",W,240,120,49,80,61.3,10,26,38.5,12,18,66.7,9,35,44,31,9,7,12,23,2017-02-06 00:00:00,ATL,AWAY
3,"FEB 04, 2017 - UTA vs. CHA",W,240,105,38,81,46.9,13,33,39.4,16,24,66.7,11,40,51,16,5,4,13,18,2017-02-04 00:00:00,CHA,HOME
4,"FEB 01, 2017 - UTA vs. MIL",W,240,104,36,78,46.2,11,29,37.9,21,27,77.8,11,35,46,22,11,2,15,23,2017-02-01 00:00:00,MIL,HOME
5,"JAN 28, 2017 - UTA vs. MEM",L,240,95,29,62,46.8,10,25,40.0,27,29,93.1,4,27,31,19,3,4,13,18,2017-01-28 00:00:00,MEM,HOME
6,"JAN 26, 2017 - UTA vs. LAL",W,240,96,33,81,40.7,6,26,23.1,24,28,85.7,10,34,44,13,7,6,8,10,2017-01-26 00:00:00,LAL,HOME
7,"JAN 24, 2017 - UTA @ DEN",L,240,93,35,85,41.2,7,22,31.8,16,21,76.2,8,32,40,19,6,3,11,21,2017-01-24 00:00:00,DEN,AWAY
8,"JAN 23, 2017 - UTA vs. OKC",L,240,95,36,84,42.9,5,21,23.8,18,26,69.2,8,34,42,16,10,7,10,18,2017-01-23 00:00:00,OKC,HOME
9,"JAN 21, 2017 - UTA vs. IND",W,240,109,39,84,46.4,6,24,25.0,25,32,78.1,10,32,42,24,11,3,14,15,2017-01-21 00:00:00,IND,HOME
10,"JAN 20, 2017 - UTA @ DAL",W,265,112,38,83,45.8,8,23,34.8,28,39,71.8,15,38,53,17,8,5,14,26,2017-01-20 00:00:00,DAL,AWAY
11,"JAN 16, 2017 - UTA @ PHX",W,240,106,41,89,46.1,8,23,34.8,16,24,66.7,14,32,46,22,4,6,8,16,2017-01-16 00:00:00,PHX,AWAY
12,"JAN 14, 2017 - UTA vs. ORL",W,240,114,41,83,49.4,7,26,26.9,25,36,69.4,9,35,44,28,6,2,13,20,2017-01-14 00:00:00,ORL,HOME
13,"JAN 13, 2017 - UTA vs. DET",W,240,110,43,80,53.8,16,31,51.6,8,13,61.5,7,40,47,22,10,6,12,14,2017-01-13 00:00:00,DET,HOME
14,"JAN 10, 2017 - UTA vs. CLE",W,240,100,38,79,48.1,13,34,38.2,11,19,57.9,11,35,46,22,8,4,18,21,2017-01-10 00:00:00,CLE,HOME
15,"JAN 08, 2017 - UTA @ MEM",L,240,79,28,72,38.9,9,23,39.1,14,23,60.9,11,32,43,14,8,3,17,19,2017-01-08 00:00:00,MEM,AWAY
16,"JAN 07, 2017 - UTA @ MIN",W,240,94,32,77,41.6,8,23,34.8,22,28,78.6,10,29,39,23,12,6,8,19,2017-01-07 00:00:00,MIN,AWAY
17,"JAN 05, 2017 - UTA @ TOR",L,240,93,34,73,46.6,7,20,35.0,18,21,85.7,12,34,46,16,2,4,18,22,2017-01-05 00:00:00,TOR,AWAY
18,"JAN 03, 2017 - UTA @ BOS",L,240,104,38,82,46.3,11,26,42.3,17,21,81.0,8,27,35,27,7,3,10,17,2017-01-03 00:00:00,BOS,AWAY
19,"JAN 02, 2017 - UTA @ BKN",W,240,101,39,93,41.9,7,24,29.2,16,20,80.0,12,34,46,11,9,5,9,19,2017-01-02 00:00:00,BKN,AWAY
20,"DEC 31, 2016 - UTA vs. PHX",W,240,91,35,73,47.9,8,20,40.0,13,20,65.0,6,40,46,17,3,4,15,16,2016-12-31 00:00:00,PHX,HOME
21,"DEC 29, 2016 - UTA vs. PHI",W,240,100,35,73,47.9,15,26,57.7,15,28,53.6,9,34,43,21,9,6,14,11,2016-12-29 00:00:00,PHI,HOME
22,"DEC 27, 2016 - UTA @ LAL",W,240,102,38,75,50.7,9,26,34.6,17,24,70.8,14,25,39,19,6,4,19,18,2016-12-27 00:00:00,LAL,AWAY
23,"DEC 23, 2016 - UTA vs. TOR",L,240,98,35,79,44.3,10,27,37.0,18,21,85.7,9,31,40,21,7,2,16,16,2016-12-23 00:00:00,TOR,HOME
24,"DEC 21, 2016 - UTA vs. SAC",L,240,93,33,74,44.6,9,27,33.3,18,22,81.8,7,36,43,19,7,6,11,22,2016-12-21 00:00:00,SAC,HOME
25,"DEC 20, 2016 - UTA @ GSW",L,240,74,27,76,35.5,9,30,30.0,11,20,55.0,10,34,44,13,5,3,23,17,2016-12-20 00:00:00,GSW,AWAY
26,"DEC 18, 2016 - UTA @ MEM",W,240,82,30,66,45.5,8,27,29.6,14,25,56.0,5,37,42,18,4,11,15,20,2016-12-18 00:00:00,MEM,AWAY
27,"DEC 16, 2016 - UTA vs. DAL",W,240,103,37,65,56.9,8,22,36.4,21,27,77.8,8,33,41,18,4,3,16,23,2016-12-16 00:00:00,DAL,HOME
28,"DEC 14, 2016 - UTA vs. OKC",W,240,109,42,72,58.3,13,23,56.5,12,15,80.0,4,34,38,22,4,6,14,22,2016-12-14 00:00:00,OKC,HOME
29,"DEC 10, 2016 - UTA vs. SAC",W,240,104,37,77,48.1,13,29,44.8,17,18,94.4,13,41,54,23,9,10,22,16,2016-12-10 00:00:00,SAC,HOME
30,"DEC 08, 2016 - UTA vs. GSW",L,240,99,37,89,41.6,10,38,26.3,15,21,71.4,12,34,46,20,8,2,15,22,2016-12-08 00:00:00,GSW,HOME
31,"DEC 06, 2016 - UTA vs. PHX",W,240,112,36,73,49.3,12,27,44.4,28,32,87.5,6,29,35,23,7,7,15,23,2016-12-06 00:00:00,PHX,HOME
32,"DEC 05, 2016 - UTA @ LAL",W,240,107,38,80,47.5,13,32,40.6,18,29,62.1,11,28,39,26,5,7,12,18,2016-12-05 00:00:00,LAL,AWAY
33,"DEC 03, 2016 - UTA vs. DEN",W,240,105,35,78,44.9,9,25,36.0,26,28,92.9,7,33,40,20,8,3,9,13,2016-12-03 00:00:00,DEN,HOME
34,"DEC 01, 2016 - UTA vs. MIA",L,240,110,40,73,54.8,17,30,56.7,13,17,76.5,5,26,31,24,5,8,11,14,2016-12-01 00:00:00,MIA,HOME
35,"NOV 29, 2016 - UTA vs. HOU",W,240,120,41,74,55.4,15,28,53.6,23,27,85.2,5,35,40,23,4,5,8,20,2016-11-29 00:00:00,HOU,HOME
36,"NOV 28, 2016 - UTA @ MIN",W,240,112,40,79,50.6,4,18,22.2,28,34,82.4,12,30,42,19,9,3,12,21,2016-11-28 00:00:00,MIN,AWAY
37,"NOV 25, 2016 - UTA vs. ATL",W,240,95,35,80,43.8,10,34,29.4,15,18,83.3,9,46,55,17,9,9,16,16,2016-11-25 00:00:00,ATL,HOME
38,"NOV 23, 2016 - UTA vs. DEN",W,240,108,39,79,49.4,8,26,30.8,22,31,71.0,4,47,51,19,4,3,14,25,2016-11-23 00:00:00,DEN,HOME
39,"NOV 20, 2016 - UTA @ DEN",L,240,91,33,85,38.8,7,26,26.9,18,23,78.3,14,35,49,15,3,6,10,22,2016-11-20 00:00:00,DEN,AWAY
40,"NOV 19, 2016 - UTA @ HOU",L,240,102,39,76,51.3,12,27,44.4,12,17,70.6,5,38,43,22,3,5,12,17,2016-11-19 00:00:00,HOU,AWAY
41,"NOV 17, 2016 - UTA vs. CHI",L,240,77,30,78,38.5,5,25,20.0,12,14,85.7,10,38,48,11,4,3,13,14,2016-11-17 00:00:00,CHI,HOME
42,"NOV 14, 2016 - UTA vs. MEM",L,240,96,35,73,47.9,8,28,28.6,18,22,81.8,6,23,29,17,8,1,8,27,2016-11-14 00:00:00,MEM,HOME
43,"NOV 12, 2016 - UTA @ MIA",W,240,102,40,81,49.4,6,20,30.0,16,19,84.2,6,39,45,12,5,4,9,19,2016-11-12 00:00:00,MIA,AWAY
44,"NOV 11, 2016 - UTA @ ORL",W,240,87,33,81,40.7,7,28,25.0,14,16,87.5,12,40,52,19,9,7,15,18,2016-11-11 00:00:00,ORL,AWAY
45,"NOV 09, 2016 - UTA @ CHA",L,240,98,38,82,46.3,8,34,23.5,14,18,77.8,10,36,46,24,5,6,12,22,2016-11-09 00:00:00,CHA,AWAY
46,"NOV 07, 2016 - UTA @ PHI",W,240,109,43,85,50.6,11,19,57.9,12,20,60.0,10,35,45,20,10,11,10,22,2016-11-07 00:00:00,PHI,AWAY
47,"NOV 06, 2016 - UTA @ NYK",W,240,114,38,75,50.7,8,25,32.0,30,35,85.7,7,27,34,21,6,4,10,19,2016-11-06 00:00:00,NYK,AWAY
48,"NOV 04, 2016 - UTA vs. SAS",L,240,86,30,80,37.5,11,26,42.3,15,24,62.5,9,33,42,15,7,4,12,19,2016-11-04 00:00:00,SAS,HOME
49,"NOV 02, 2016 - UTA vs. DAL",W,240,97,35,77,45.5,12,25,48.0,15,26,57.7,7,34,41,18,6,3,12,21,2016-11-02 00:00:00,DAL,HOME
50,"NOV 01, 2016 - UTA @ SAS",W,240,106,38,76,50.0,15,31,48.4,15,18,83.3,2,37,39,22,5,8,10,20,2016-11-01 00:00:00,SAS,AWAY
51,"OCT 30, 2016 - UTA @ LAC",L,240,75,29,73,39.7,7,19,36.8,10,13,76.9,7,36,43,18,8,2,18,22,2016-10-30 00:00:00,LAC,AWAY
52,"OCT 28, 2016 - UTA vs. LAL",W,240,96,31,75,41.3,6,25,24.0,28,40,70.0,13,34,47,14,4,7,14,18,2016-10-28 00:00:00,LAL,HOME
53,"OCT 25, 2016 - UTA @ POR",L,240,104,40,82,48.8,8,24,33.3,16,16,100.0,6,25,31,19,9,5,11,19,2016-10-25 00:00:00,POR,AWAY
