DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.3,5.2,43.8,100%,43.4,0.4
3 Pointers,0.8,2.0,38.3,37.8%,34.8,3.5
2 Pointers,1.5,3.2,47.1,62.2%,48.5,-1.4
Less Than 6 Ft,1.0,1.4,68.7,26.9%,60.9,7.8
Less Than 10 Ft,1.1,1.9,61.8,35.7%,55.6,6.2
Greater Than 15 Ft,1.0,2.9,34.8,56.6%,36.7,-2.0
