BREAKDOWN,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-
2016-17,52,31.0,12.3,5.1,8.8,57.9,0.0,0.0,0.0,2.1,3.1,68.5,3.4,4.5,8.0,1.2,2.0,1.1,1.1,2.4,11,0,3.4
Home,26,31.9,12.8,5.0,8.4,59.4,0.0,0.0,0.0,2.8,3.9,70.6,3.5,4.7,8.2,0.8,1.9,1.2,1.0,2.1,6,0,6.0
Road,26,30.0,11.8,5.2,9.1,56.5,0.0,0.0,0.0,1.5,2.3,65.0,3.4,4.4,7.8,1.5,2.1,1.0,1.2,2.8,5,0,0.8
Wins,31,31.0,12.8,5.5,9.3,59.0,0.0,0.0,0.0,1.8,2.9,61.5,3.4,4.5,7.8,1.2,2.0,1.1,1.1,2.3,6,0,9.9
Losses,21,30.9,11.6,4.5,8.0,56.0,0.0,0.0,0.0,2.6,3.4,77.5,3.5,4.6,8.1,1.1,2.0,1.1,1.0,2.7,5,0,-6.2
October,3,34.9,13.0,5.3,12.0,44.4,0.0,0.0,0.0,2.3,2.3,100,3.7,5.3,9.0,1.0,3.3,2.3,0.7,2.7,1,0,7.3
November,17,30.7,10.5,4.1,7.1,57.9,0.0,0.0,0.0,2.3,3.1,75.0,2.6,4.9,7.6,0.6,1.8,1.0,1.0,2.5,3,0,3.6
December,14,26.5,13.0,5.3,8.4,63.2,0.0,0.1,0.0,2.4,3.9,61.8,3.5,3.9,7.4,1.4,1.9,1.4,0.7,2.1,2,0,2.8
January,13,32.6,13.3,5.8,9.5,61.3,0.0,0.0,0.0,1.6,2.2,72.4,2.7,5.0,7.7,1.7,1.9,0.8,1.8,2.6,3,0,4.2
February,5,37.5,13.2,5.6,11.6,48.3,0.0,0.0,0.0,2.0,3.8,52.6,7.8,3.0,10.8,1.2,2.6,0.8,1.0,2.6,2,0,-0.2
Pre All-Star,52,31.0,12.3,5.1,8.8,57.9,0.0,0.0,0.0,2.1,3.1,68.5,3.4,4.5,8.0,1.2,2.0,1.1,1.1,2.4,11,0,3.4
Starters,52,31.0,12.3,5.1,8.8,57.9,0.0,0.0,0.0,2.1,3.1,68.5,3.4,4.5,8.0,1.2,2.0,1.1,1.1,2.4,11,0,3.4
0 Days Rest,10,29.8,11.0,4.2,7.6,55.3,0.0,0.0,0.0,2.6,3.8,68.4,3.4,3.9,7.3,0.7,1.7,0.8,1.0,2.5,1,0,-1.0
1 Days Rest,34,31.6,12.5,5.3,9.1,58.1,0.0,0.0,0.0,2.0,3.0,66.3,3.6,4.6,8.1,1.3,2.0,1.2,1.2,2.3,8,0,4.8
2 Days Rest,4,31.7,12.0,5.3,8.5,61.8,0.0,0.0,0.0,1.5,2.3,66.7,4.3,6.0,10.3,1.3,3.3,1.0,0.8,3.8,1,0,2.5
3 Days Rest,2,18.8,15.5,5.5,6.0,91.7,0.0,0.0,0.0,4.5,5.0,90.0,1.0,5.5,6.5,0.5,2.0,1.0,0.0,1.0,1,0,-3.0
6+ Days Rest,2,36.4,12.5,5.5,13.0,42.3,0.0,0.0,0.0,1.5,2.0,75.0,2.5,3.0,5.5,1.0,2.0,1.5,2.0,3.0,0,0,10.0
