DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.8,5.7,49.7,100%,48.9,0.7
3 Pointers,0.2,0.6,37.5,10.9%,32.0,5.5
2 Pointers,2.6,5.0,51.1,89.1%,52.7,-1.6
Less Than 6 Ft,1.8,3.0,60.3,53.1%,62.0,-1.7
Less Than 10 Ft,2.0,3.8,54.1,66.7%,57.1,-3.1
Greater Than 15 Ft,0.7,1.4,48.6,25.2%,36.3,12.4
