DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.3,5.2,44.1,100%,43.6,0.4
3 Pointers,0.7,1.9,36.1,36.6%,35.8,0.4
2 Pointers,1.6,3.3,48.6,63.4%,47.9,0.7
Less Than 6 Ft,0.5,1.1,47.8,20.3%,59.4,-11.5
Less Than 10 Ft,0.7,1.6,45.6,30.0%,53.9,-8.3
Greater Than 15 Ft,1.3,3.1,41.3,60.8%,37.6,3.7
