DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,3.5,8.5,41.5,100%,44.4,-2.9
3 Pointers,1.2,3.5,35.4,41.0%,35.8,-0.4
2 Pointers,2.3,5.0,45.7,59.0%,49.0,-3.3
Less Than 6 Ft,1.3,1.9,65.7,22.8%,61.2,4.5
Less Than 10 Ft,1.4,2.6,56.1,30.4%,55.4,0.7
Greater Than 15 Ft,1.8,5.0,35.5,59.0%,37.5,-1.9
