DEFENSE CATEGORY,DFGM,DFGA,DFG%,FREQ,FG%,DIFF%
Overall,2.4,5.5,43.9,100%,45.2,-1.4
3 Pointers,0.9,2.2,39.7,39.8%,36.8,2.9
2 Pointers,1.6,3.3,46.6,60.2%,50.6,-4.0
Less Than 6 Ft,0.9,1.4,62.2,26.3%,63.4,-1.1
Less Than 10 Ft,1.1,2.0,57.4,35.7%,57.6,-0.2
Greater Than 15 Ft,1.1,3.2,35.7,57.3%,37.4,-1.7
